id,user_id,name,apellido,email,location,rating,comment,fecha_nacimiento,lugar_vivienda,fecha_llegada,fecha_salida
3043,3043,Luis,Díaz,luis.díaz@example.com,Cerro de La Popa,3,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1992-06-24,Bucaramanga,2025-02-06,2025-02-11
3044,3044,Valentina,Moreno,valentina.moreno@example.com,Ciudad Amurallada,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1968-04-07,Bucaramanga,2024-11-01,2024-11-11
3045,3045,Carlos,Fernández,carlos.fernández@example.com,Islas del Rosario,4,"Un lugar increíble para visitar, lleno de historia y cultura.",1996-03-02,Medellín,2024-12-20,2024-12-22
3046,3046,Fernando,Castro,fernando.castro@example.com,Islas del Rosario,3,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1977-09-04,Cali,2024-02-21,2024-02-29
3047,3047,Sofía,Fernández,sofía.fernández@example.com,Playa Blanca,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1961-10-21,Ibagué,2024-09-16,2024-09-22
3048,3048,Fernando,López,fernando.lópez@example.com,Cerro de La Popa,3,"Una experiencia maravillosa, las vistas son impresionantes.",1972-07-04,Ibagué,2023-12-16,2023-12-18
3049,3049,Pedro,Martínez,pedro.martínez@example.com,Islas del Rosario,3,"Hermoso sitio, pero demasiada gente en temporada alta.",1974-10-31,Cali,2024-11-03,2024-11-13
3050,3050,Juan,Moreno,juan.moreno@example.com,Museo del Oro Zenú,3,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1980-06-02,Barranquilla,2024-07-08,2024-07-12
3051,3051,Juan,Martínez,juan.martínez@example.com,Playa Blanca,3,"La comida en los alrededores es deliciosa, pero un poco costosa.",1971-02-12,Pereira,2024-11-09,2024-11-11
3052,3052,María,Castro,maría.castro@example.com,Muelle de los Pegasos,5,Definitivamente un sitio para regresar y recomendar.,1982-02-21,Cúcuta,2023-09-21,2023-09-22
3053,3053,Juan,Fernández,juan.fernández@example.com,Ciudad Amurallada,3,"Muy turístico, pero vale la pena cada segundo.",1967-06-15,Cúcuta,2023-04-02,2023-04-11
3054,3054,Daniela,Rodríguez,daniela.rodríguez@example.com,Castillo de San Felipe,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1985-01-05,Cali,2024-05-27,2024-05-29
3055,3055,Daniela,Martínez,daniela.martínez@example.com,Museo del Oro Zenú,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1987-04-18,Bucaramanga,2024-10-21,2024-10-26
3056,3056,Valentina,Castro,valentina.castro@example.com,Museo del Oro Zenú,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",1981-03-18,Bogotá,2024-04-29,2024-05-07
3057,3057,Luis,Gómez,luis.gómez@example.com,Castillo de San Felipe,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1984-04-05,Bucaramanga,2023-03-29,2023-03-31
3058,3058,Valentina,Gómez,valentina.gómez@example.com,Islas del Rosario,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1990-04-23,Barranquilla,2024-11-09,2024-11-16
3059,3059,Sofía,Castro,sofía.castro@example.com,Muelle de los Pegasos,1,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1978-05-05,Cúcuta,2024-07-15,2024-07-20
3060,3060,María,Castro,maría.castro@example.com,Muelle de los Pegasos,1,"Hermoso sitio, pero demasiada gente en temporada alta.",1988-02-28,Bogotá,2023-09-28,2023-10-03
3061,3061,María,Pérez,maría.pérez@example.com,Ciudad Amurallada,5,"La comida en los alrededores es deliciosa, pero un poco costosa.",1984-08-06,Santa Marta,2024-07-15,2024-07-24
3062,3062,Daniela,Fernández,daniela.fernández@example.com,Cerro de La Popa,2,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1972-08-10,Pereira,2024-06-11,2024-06-18
3063,3063,Pedro,Gutiérrez,pedro.gutiérrez@example.com,Cerro de La Popa,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1982-08-26,Cúcuta,2024-12-29,2024-12-31
3064,3064,Daniela,Fernández,daniela.fernández@example.com,Playa Blanca,5,"Una experiencia maravillosa, las vistas son impresionantes.",1994-10-04,Cúcuta,2023-06-29,2023-07-06
3065,3065,Daniela,Moreno,daniela.moreno@example.com,Islas del Rosario,1,"Una experiencia maravillosa, las vistas son impresionantes.",1997-06-08,Manizales,2023-03-12,2023-03-19
3066,3066,Pedro,Martínez,pedro.martínez@example.com,Muelle de los Pegasos,3,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1992-04-05,Bogotá,2024-02-28,2024-03-08
3067,3067,Juan,Pérez,juan.pérez@example.com,Castillo de San Felipe,5,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1984-05-30,Pereira,2024-12-06,2024-12-11
3068,3068,Luis,Moreno,luis.moreno@example.com,Muelle de los Pegasos,1,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1994-03-10,Santa Marta,2024-02-24,2024-02-26
3069,3069,Fernando,Pérez,fernando.pérez@example.com,Muelle de los Pegasos,3,Definitivamente un sitio para regresar y recomendar.,1974-02-24,Barranquilla,2024-02-27,2024-03-08
3070,3070,Fernando,Martínez,fernando.martínez@example.com,Museo del Oro Zenú,1,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1994-10-26,Santa Marta,2023-11-28,2023-12-08
3071,3071,Daniela,Castro,daniela.castro@example.com,Castillo de San Felipe,4,"Una experiencia maravillosa, las vistas son impresionantes.",1971-06-11,Cúcuta,2024-11-23,2024-11-29
3072,3072,Sofía,Gutiérrez,sofía.gutiérrez@example.com,Cerro de La Popa,1,Definitivamente un sitio para regresar y recomendar.,1979-05-28,Bucaramanga,2024-10-09,2024-10-16
3073,3073,Valentina,Díaz,valentina.díaz@example.com,Playa Blanca,5,"Hermoso sitio, pero demasiada gente en temporada alta.",1989-01-03,Bogotá,2023-12-03,2023-12-05
3074,3074,Sofía,Pérez,sofía.pérez@example.com,Museo del Oro Zenú,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1994-09-19,Barranquilla,2024-05-31,2024-06-10
3075,3075,Luis,Díaz,luis.díaz@example.com,Muelle de los Pegasos,2,"Muy turístico, pero vale la pena cada segundo.",1979-11-20,Bucaramanga,2023-12-30,2024-01-03
3076,3076,Luis,Moreno,luis.moreno@example.com,Cerro de La Popa,3,"Una experiencia maravillosa, las vistas son impresionantes.",1972-01-12,Pereira,2023-01-22,2023-02-01
3077,3077,Daniela,Martínez,daniela.martínez@example.com,Cerro de La Popa,3,"Una experiencia maravillosa, las vistas son impresionantes.",1960-06-05,Cúcuta,2024-01-06,2024-01-09
3078,3078,Sofía,Pérez,sofía.pérez@example.com,Cerro de La Popa,2,"Hermoso sitio, pero demasiada gente en temporada alta.",1977-11-22,Bogotá,2024-05-21,2024-05-27
3079,3079,Juan,Gómez,juan.gómez@example.com,Playa Blanca,3,"La comida en los alrededores es deliciosa, pero un poco costosa.",1997-02-09,Santa Marta,2024-06-17,2024-06-27
3080,3080,Valentina,Pérez,valentina.pérez@example.com,Cerro de La Popa,1,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1972-10-28,Pereira,2025-01-23,2025-01-26
3081,3081,María,Gutiérrez,maría.gutiérrez@example.com,Islas del Rosario,4,"Muy turístico, pero vale la pena cada segundo.",2003-02-21,Bucaramanga,2023-04-14,2023-04-18
3082,3082,Carlos,Gómez,carlos.gómez@example.com,Museo del Oro Zenú,3,"Hermoso sitio, pero demasiada gente en temporada alta.",1991-11-26,Barranquilla,2023-12-26,2024-01-03
3083,3083,Luis,Fernández,luis.fernández@example.com,Islas del Rosario,5,"Un lugar increíble para visitar, lleno de historia y cultura.",2004-07-01,Cúcuta,2023-04-27,2023-05-06
3084,3084,Carlos,Fernández,carlos.fernández@example.com,Playa Blanca,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1970-11-13,Manizales,2023-09-26,2023-09-27
3085,3085,Pedro,Rodríguez,pedro.rodríguez@example.com,Museo del Oro Zenú,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1981-10-28,Cúcuta,2023-05-23,2023-05-29
3086,3086,Carlos,Pérez,carlos.pérez@example.com,Plaza Santo Domingo,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1965-01-15,Bogotá,2023-03-05,2023-03-14
3087,3087,Daniela,Gómez,daniela.gómez@example.com,Plaza Santo Domingo,3,"Muy turístico, pero vale la pena cada segundo.",2005-02-08,Manizales,2024-09-21,2024-10-01
3088,3088,Fernando,Moreno,fernando.moreno@example.com,Ciudad Amurallada,1,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1977-11-15,Pereira,2023-11-23,2023-11-30
3089,3089,Pedro,Moreno,pedro.moreno@example.com,Ciudad Amurallada,5,"Una experiencia maravillosa, las vistas son impresionantes.",1961-01-26,Bucaramanga,2024-11-25,2024-11-26
3090,3090,Carlos,Pérez,carlos.pérez@example.com,Muelle de los Pegasos,3,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1989-03-28,Santa Marta,2024-10-09,2024-10-17
3091,3091,María,Pérez,maría.pérez@example.com,Islas del Rosario,4,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1989-07-22,Bucaramanga,2024-11-20,2024-11-28
3092,3092,Andrea,Castro,andrea.castro@example.com,Playa Blanca,4,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,2003-08-15,Bucaramanga,2024-01-24,2024-01-30
3093,3093,Daniela,López,daniela.lópez@example.com,Castillo de San Felipe,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",1973-12-22,Bogotá,2024-06-12,2024-06-22
3094,3094,Sofía,Gutiérrez,sofía.gutiérrez@example.com,Islas del Rosario,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1986-04-15,Santa Marta,2024-06-30,2024-07-03
3095,3095,Daniela,López,daniela.lópez@example.com,Plaza Santo Domingo,3,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1960-08-01,Ibagué,2023-04-09,2023-04-12
3096,3096,Carlos,Martínez,carlos.martínez@example.com,Ciudad Amurallada,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1979-10-27,Pereira,2025-02-06,2025-02-16
3097,3097,Valentina,Castro,valentina.castro@example.com,Muelle de los Pegasos,2,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1984-09-07,Santa Marta,2023-09-16,2023-09-17
3098,3098,Sofía,Moreno,sofía.moreno@example.com,Playa Blanca,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1973-03-26,Santa Marta,2023-08-03,2023-08-11
3099,3099,Valentina,Pérez,valentina.pérez@example.com,Ciudad Amurallada,3,Definitivamente un sitio para regresar y recomendar.,1981-12-29,Ibagué,2023-11-13,2023-11-22
3100,3100,Valentina,Rodríguez,valentina.rodríguez@example.com,Ciudad Amurallada,4,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1984-06-02,Cali,2023-10-09,2023-10-17
3101,3101,Pedro,Díaz,pedro.díaz@example.com,Cerro de La Popa,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1990-09-24,Ibagué,2023-07-24,2023-07-30
3102,3102,María,Gómez,maría.gómez@example.com,Playa Blanca,1,"Un lugar increíble para visitar, lleno de historia y cultura.",1984-10-24,Santa Marta,2023-12-07,2023-12-15
3103,3103,María,Rodríguez,maría.rodríguez@example.com,Plaza Santo Domingo,3,Definitivamente un sitio para regresar y recomendar.,1984-03-25,Pereira,2024-01-28,2024-01-31
3104,3104,Luis,López,luis.lópez@example.com,Muelle de los Pegasos,5,"Una experiencia maravillosa, las vistas son impresionantes.",1995-02-16,Ibagué,2023-07-16,2023-07-18
3105,3105,Sofía,Castro,sofía.castro@example.com,Muelle de los Pegasos,4,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1960-08-25,Bogotá,2024-02-29,2024-03-08
3106,3106,Valentina,Rodríguez,valentina.rodríguez@example.com,Ciudad Amurallada,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",1980-12-04,Santa Marta,2023-01-02,2023-01-04
3107,3107,Luis,López,luis.lópez@example.com,Museo del Oro Zenú,5,"Muy turístico, pero vale la pena cada segundo.",1977-06-07,Barranquilla,2024-08-01,2024-08-05
3108,3108,Andrea,Díaz,andrea.díaz@example.com,Castillo de San Felipe,5,"Muy turístico, pero vale la pena cada segundo.",1979-11-23,Bogotá,2024-10-09,2024-10-16
3109,3109,María,Fernández,maría.fernández@example.com,Cerro de La Popa,5,Definitivamente un sitio para regresar y recomendar.,1975-12-05,Pereira,2024-01-13,2024-01-19
3110,3110,Valentina,Gómez,valentina.gómez@example.com,Playa Blanca,2,"Una experiencia maravillosa, las vistas son impresionantes.",1999-09-19,Santa Marta,2023-10-16,2023-10-26
3111,3111,Andrea,Moreno,andrea.moreno@example.com,Castillo de San Felipe,2,"Un lugar increíble para visitar, lleno de historia y cultura.",1994-02-08,Bucaramanga,2024-11-06,2024-11-08
3112,3112,Pedro,Castro,pedro.castro@example.com,Ciudad Amurallada,2,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1982-03-20,Cúcuta,2023-01-26,2023-01-30
3113,3113,Pedro,Pérez,pedro.pérez@example.com,Islas del Rosario,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1995-06-20,Bucaramanga,2024-04-20,2024-04-23
3114,3114,Andrea,Moreno,andrea.moreno@example.com,Islas del Rosario,4,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,2000-07-13,Ibagué,2023-08-03,2023-08-13
3115,3115,Valentina,Díaz,valentina.díaz@example.com,Islas del Rosario,3,"Una experiencia maravillosa, las vistas son impresionantes.",1964-04-28,Manizales,2023-01-05,2023-01-13
3116,3116,Luis,Pérez,luis.pérez@example.com,Cerro de La Popa,3,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1998-07-02,Cúcuta,2023-06-25,2023-07-05
3117,3117,Valentina,Fernández,valentina.fernández@example.com,Plaza Santo Domingo,2,"Hermoso sitio, pero demasiada gente en temporada alta.",2000-07-22,Ibagué,2025-01-14,2025-01-21
3118,3118,Valentina,Fernández,valentina.fernández@example.com,Plaza Santo Domingo,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1970-03-26,Pereira,2024-08-27,2024-09-01
3119,3119,Valentina,Moreno,valentina.moreno@example.com,Ciudad Amurallada,1,"Muy turístico, pero vale la pena cada segundo.",1967-04-27,Bogotá,2024-04-14,2024-04-15
3120,3120,Andrea,Fernández,andrea.fernández@example.com,Castillo de San Felipe,2,Definitivamente un sitio para regresar y recomendar.,1993-11-15,Barranquilla,2024-01-05,2024-01-07
3121,3121,Valentina,López,valentina.lópez@example.com,Muelle de los Pegasos,3,"Muy turístico, pero vale la pena cada segundo.",1984-11-19,Medellín,2024-04-04,2024-04-11
3122,3122,Andrea,Gómez,andrea.gómez@example.com,Islas del Rosario,1,"Muy turístico, pero vale la pena cada segundo.",1992-12-07,Cúcuta,2024-03-03,2024-03-04
3123,3123,Pedro,Gómez,pedro.gómez@example.com,Cerro de La Popa,4,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1975-06-17,Medellín,2025-01-15,2025-01-17
3124,3124,Luis,Martínez,luis.martínez@example.com,Islas del Rosario,2,Definitivamente un sitio para regresar y recomendar.,1967-03-04,Pereira,2023-11-05,2023-11-08
3125,3125,Pedro,Martínez,pedro.martínez@example.com,Ciudad Amurallada,5,"Una experiencia maravillosa, las vistas son impresionantes.",1995-11-25,Cali,2024-07-05,2024-07-13
3126,3126,Sofía,Díaz,sofía.díaz@example.com,Playa Blanca,1,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1969-07-06,Medellín,2024-12-27,2025-01-05
3127,3127,Andrea,Díaz,andrea.díaz@example.com,Muelle de los Pegasos,3,"Hermoso sitio, pero demasiada gente en temporada alta.",1988-12-02,Manizales,2023-06-20,2023-06-22
3128,3128,Daniela,Castro,daniela.castro@example.com,Plaza Santo Domingo,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1990-02-28,Bogotá,2023-04-06,2023-04-15
3129,3129,Daniela,Rodríguez,daniela.rodríguez@example.com,Museo del Oro Zenú,1,"Muy turístico, pero vale la pena cada segundo.",1973-02-19,Ibagué,2023-10-31,2023-11-06
3130,3130,Pedro,Pérez,pedro.pérez@example.com,Castillo de San Felipe,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1974-10-17,Medellín,2023-01-15,2023-01-20
3131,3131,Carlos,Pérez,carlos.pérez@example.com,Playa Blanca,1,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1999-06-29,Manizales,2024-07-11,2024-07-21
3132,3132,Sofía,Castro,sofía.castro@example.com,Ciudad Amurallada,5,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1972-10-20,Bucaramanga,2023-05-01,2023-05-04
3133,3133,Daniela,Fernández,daniela.fernández@example.com,Plaza Santo Domingo,1,"Un lugar increíble para visitar, lleno de historia y cultura.",1970-04-25,Bogotá,2024-07-19,2024-07-25
3134,3134,María,Gutiérrez,maría.gutiérrez@example.com,Islas del Rosario,1,Definitivamente un sitio para regresar y recomendar.,1965-04-18,Bogotá,2023-10-03,2023-10-09
3135,3135,Luis,Moreno,luis.moreno@example.com,Islas del Rosario,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1963-11-08,Barranquilla,2024-10-11,2024-10-15
3136,3136,Carlos,López,carlos.lópez@example.com,Islas del Rosario,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1997-03-18,Pereira,2025-01-25,2025-01-29
3137,3137,Fernando,Martínez,fernando.martínez@example.com,Ciudad Amurallada,2,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1985-06-27,Cali,2023-03-28,2023-03-29
3138,3138,Andrea,Gómez,andrea.gómez@example.com,Ciudad Amurallada,2,Definitivamente un sitio para regresar y recomendar.,1986-05-07,Medellín,2025-02-24,2025-02-28
3139,3139,Juan,Gutiérrez,juan.gutiérrez@example.com,Cerro de La Popa,1,"Un lugar increíble para visitar, lleno de historia y cultura.",1973-11-07,Pereira,2023-03-24,2023-04-01
3140,3140,Fernando,Díaz,fernando.díaz@example.com,Ciudad Amurallada,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1989-10-31,Barranquilla,2023-06-01,2023-06-07
3141,3141,María,Fernández,maría.fernández@example.com,Castillo de San Felipe,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1964-02-01,Cali,2023-10-11,2023-10-18
3142,3142,Valentina,Gutiérrez,valentina.gutiérrez@example.com,Muelle de los Pegasos,2,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",2003-07-05,Barranquilla,2024-07-27,2024-07-29
3143,3143,María,Rodríguez,maría.rodríguez@example.com,Muelle de los Pegasos,5,"Hermoso sitio, pero demasiada gente en temporada alta.",1991-11-08,Pereira,2023-01-20,2023-01-28
3144,3144,Carlos,Gutiérrez,carlos.gutiérrez@example.com,Playa Blanca,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1971-04-18,Pereira,2024-09-27,2024-09-28
3145,3145,María,Castro,maría.castro@example.com,Cerro de La Popa,3,"La comida en los alrededores es deliciosa, pero un poco costosa.",1967-10-24,Pereira,2024-03-09,2024-03-11
3146,3146,Valentina,López,valentina.lópez@example.com,Museo del Oro Zenú,3,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1975-09-27,Bucaramanga,2024-09-15,2024-09-19
3147,3147,Fernando,Rodríguez,fernando.rodríguez@example.com,Plaza Santo Domingo,2,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1987-06-03,Barranquilla,2023-08-22,2023-08-23
3148,3148,Carlos,Fernández,carlos.fernández@example.com,Playa Blanca,3,Definitivamente un sitio para regresar y recomendar.,1996-06-25,Cúcuta,2024-08-21,2024-08-31
3149,3149,Luis,Gómez,luis.gómez@example.com,Castillo de San Felipe,4,"Una experiencia maravillosa, las vistas son impresionantes.",1961-06-05,Santa Marta,2023-05-09,2023-05-15
3150,3150,María,Fernández,maría.fernández@example.com,Museo del Oro Zenú,4,"Muy turístico, pero vale la pena cada segundo.",1969-05-20,Bogotá,2024-04-09,2024-04-15
3151,3151,Daniela,Rodríguez,daniela.rodríguez@example.com,Muelle de los Pegasos,3,"Muy turístico, pero vale la pena cada segundo.",1973-01-03,Pereira,2023-02-10,2023-02-11
3152,3152,Daniela,López,daniela.lópez@example.com,Muelle de los Pegasos,1,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1983-08-13,Medellín,2024-04-17,2024-04-24
3153,3153,Andrea,Moreno,andrea.moreno@example.com,Islas del Rosario,3,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1988-06-28,Manizales,2024-12-22,2024-12-26
3154,3154,Sofía,Moreno,sofía.moreno@example.com,Ciudad Amurallada,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",2005-10-16,Bucaramanga,2023-12-14,2023-12-21
3155,3155,Pedro,Rodríguez,pedro.rodríguez@example.com,Castillo de San Felipe,2,Definitivamente un sitio para regresar y recomendar.,2000-03-23,Ibagué,2023-07-14,2023-07-19
3156,3156,Luis,Fernández,luis.fernández@example.com,Playa Blanca,4,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1998-09-11,Manizales,2024-11-22,2024-12-01
3157,3157,Juan,Martínez,juan.martínez@example.com,Castillo de San Felipe,4,"Una experiencia maravillosa, las vistas son impresionantes.",1998-07-08,Bogotá,2023-05-04,2023-05-14
3158,3158,Carlos,Moreno,carlos.moreno@example.com,Cerro de La Popa,3,"Una experiencia maravillosa, las vistas son impresionantes.",1981-08-20,Cúcuta,2024-03-10,2024-03-14
3159,3159,Sofía,Fernández,sofía.fernández@example.com,Islas del Rosario,2,"Un lugar increíble para visitar, lleno de historia y cultura.",1979-03-07,Bogotá,2023-09-03,2023-09-09
3160,3160,Sofía,Castro,sofía.castro@example.com,Playa Blanca,2,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1994-02-24,Bucaramanga,2023-04-11,2023-04-12
3161,3161,Andrea,Castro,andrea.castro@example.com,Muelle de los Pegasos,2,Definitivamente un sitio para regresar y recomendar.,1960-07-30,Pereira,2023-02-25,2023-02-26
3162,3162,Luis,Martínez,luis.martínez@example.com,Playa Blanca,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1970-07-21,Cali,2023-07-03,2023-07-06
3163,3163,Fernando,Moreno,fernando.moreno@example.com,Muelle de los Pegasos,2,"Una experiencia maravillosa, las vistas son impresionantes.",1981-04-23,Bucaramanga,2023-09-11,2023-09-14
3164,3164,Daniela,Martínez,daniela.martínez@example.com,Museo del Oro Zenú,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1999-02-15,Santa Marta,2023-05-20,2023-05-25
3165,3165,Fernando,Fernández,fernando.fernández@example.com,Muelle de los Pegasos,4,"Un lugar increíble para visitar, lleno de historia y cultura.",1980-07-30,Bucaramanga,2025-01-03,2025-01-11
3166,3166,Andrea,Castro,andrea.castro@example.com,Islas del Rosario,3,"La comida en los alrededores es deliciosa, pero un poco costosa.",1961-11-18,Ibagué,2023-08-15,2023-08-25
3167,3167,Fernando,Moreno,fernando.moreno@example.com,Playa Blanca,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1967-03-27,Ibagué,2023-11-19,2023-11-27
3168,3168,Luis,López,luis.lópez@example.com,Museo del Oro Zenú,1,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,2001-09-06,Medellín,2024-06-29,2024-07-09
3169,3169,Valentina,Gómez,valentina.gómez@example.com,Cerro de La Popa,2,Definitivamente un sitio para regresar y recomendar.,1986-02-22,Bogotá,2023-07-19,2023-07-24
3170,3170,Carlos,Gómez,carlos.gómez@example.com,Plaza Santo Domingo,1,"La comida en los alrededores es deliciosa, pero un poco costosa.",1960-12-05,Manizales,2023-07-14,2023-07-21
3171,3171,Andrea,Díaz,andrea.díaz@example.com,Castillo de San Felipe,1,Definitivamente un sitio para regresar y recomendar.,1986-01-11,Manizales,2023-10-25,2023-11-04
3172,3172,Valentina,Castro,valentina.castro@example.com,Castillo de San Felipe,3,"La comida en los alrededores es deliciosa, pero un poco costosa.",1987-05-07,Santa Marta,2024-06-03,2024-06-05
3173,3173,Pedro,Martínez,pedro.martínez@example.com,Castillo de San Felipe,1,"La comida en los alrededores es deliciosa, pero un poco costosa.",1977-08-14,Cali,2024-07-13,2024-07-16
3174,3174,Valentina,Fernández,valentina.fernández@example.com,Muelle de los Pegasos,5,"Hermoso sitio, pero demasiada gente en temporada alta.",2000-09-04,Bucaramanga,2023-06-24,2023-06-29
3175,3175,Daniela,Martínez,daniela.martínez@example.com,Muelle de los Pegasos,4,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1992-05-14,Cali,2024-07-23,2024-07-26
3176,3176,Andrea,Martínez,andrea.martínez@example.com,Muelle de los Pegasos,5,"Hermoso sitio, pero demasiada gente en temporada alta.",1996-04-07,Pereira,2023-11-01,2023-11-09
3177,3177,María,Rodríguez,maría.rodríguez@example.com,Cerro de La Popa,5,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1988-06-21,Bucaramanga,2024-02-28,2024-03-09
3178,3178,María,Martínez,maría.martínez@example.com,Cerro de La Popa,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1977-01-02,Cali,2024-12-10,2024-12-11
3179,3179,Luis,Gutiérrez,luis.gutiérrez@example.com,Museo del Oro Zenú,4,"Un lugar increíble para visitar, lleno de historia y cultura.",1961-10-30,Pereira,2024-04-19,2024-04-26
3180,3180,Fernando,Gómez,fernando.gómez@example.com,Islas del Rosario,1,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",2000-03-09,Cali,2023-02-03,2023-02-12
3181,3181,María,Fernández,maría.fernández@example.com,Islas del Rosario,4,"Una experiencia maravillosa, las vistas son impresionantes.",1962-07-22,Manizales,2024-10-31,2024-11-05
3182,3182,Andrea,Fernández,andrea.fernández@example.com,Cerro de La Popa,4,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1981-02-18,Cúcuta,2024-02-08,2024-02-18
3183,3183,Andrea,Rodríguez,andrea.rodríguez@example.com,Castillo de San Felipe,5,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1969-05-13,Santa Marta,2023-03-13,2023-03-23
3184,3184,Daniela,Díaz,daniela.díaz@example.com,Plaza Santo Domingo,5,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1981-08-30,Pereira,2023-07-30,2023-07-31
3185,3185,Valentina,Castro,valentina.castro@example.com,Plaza Santo Domingo,5,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1966-03-01,Pereira,2024-08-18,2024-08-26
3186,3186,Valentina,López,valentina.lópez@example.com,Ciudad Amurallada,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1985-01-31,Pereira,2023-06-12,2023-06-14
3187,3187,Juan,Moreno,juan.moreno@example.com,Plaza Santo Domingo,4,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1997-12-10,Ibagué,2024-04-01,2024-04-03
3188,3188,María,Díaz,maría.díaz@example.com,Ciudad Amurallada,5,"Hermoso sitio, pero demasiada gente en temporada alta.",1986-09-17,Cúcuta,2024-01-26,2024-01-27
3189,3189,Fernando,Moreno,fernando.moreno@example.com,Plaza Santo Domingo,4,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,2005-12-08,Pereira,2024-12-02,2024-12-06
3190,3190,Pedro,López,pedro.lópez@example.com,Muelle de los Pegasos,1,Definitivamente un sitio para regresar y recomendar.,1968-02-28,Bogotá,2024-09-22,2024-09-29
